"NOME_URNA_CANDIDATO" "NOME_MUNICIPIO" "TOTAL_VOTOS" "QTD_COMPARECIMENTO" "DESC_SIT_CAND_TOT" "DESCRICAO_CARGO" "PROP_VOT" "prop.total"
"PAULO WAGNER" "AREIA BRANCA" 1373 16546 "SUPLENTE" "DEPUTADO FEDERAL" 8.3 "TOTAL:54,61%"
"HERMANO MORAIS" "LAGOA DE VELHOS" 223 2682 "ELEITO POR QP" "DEPUTADO ESTADUAL" 8.31 "TOTAL:57,38%"
"ROGERIO MARINHO" "NATAL" 35977 430884 "ELEITO POR QP" "DEPUTADO FEDERAL" 8.35 "TOTAL:30,16%"
"FABIO FARIA" "SANTA MARIA" 308 3664 "ELEITO POR QP" "DEPUTADO FEDERAL" 8.41 "TOTAL:72,02%"
"CRISTIANE DANTAS" "SÃO JOSÉ DO CAMPESTRE" 685 8123 "ELEITO POR QP" "DEPUTADO ESTADUAL" 8.43 "TOTAL:50,69%"
"JOSÉ DIAS" "VERA CRUZ" 632 7495 "ELEITO POR QP" "DEPUTADO ESTADUAL" 8.43 "TOTAL:60,62%"
"ROGERIO MARINHO" "ITAÚ" 336 3987 "ELEITO POR QP" "DEPUTADO FEDERAL" 8.43 "TOTAL:62,63%"
"ODON JR" "LAGOA NOVA" 773 9148 "SUPLENTE" "DEPUTADO ESTADUAL" 8.45 "TOTAL:55,63%"
"DRA ZENAIDE MAIA" "JOSÉ DA PENHA" 352 4159 "ELEITO POR QP" "DEPUTADO FEDERAL" 8.46 "TOTAL:74,77%"
"ALVARO DIAS" "MACAU" 1513 17858 "ELEITO POR MÉDIA" "DEPUTADO ESTADUAL" 8.47 "TOTAL:61,09%"
"LEONARDO NOGUEIRA" "ANGICOS" 672 7908 "SUPLENTE" "DEPUTADO ESTADUAL" 8.5 "TOTAL:53,12%"
"SANDRA ROSADO" "MESSIAS TARGINO" 297 3491 "SUPLENTE" "DEPUTADO FEDERAL" 8.51 "TOTAL:69,87%"
"ABRAÃO LINCOLN" "PENDÊNCIAS" 735 8617 "SUPLENTE" "DEPUTADO FEDERAL" 8.53 "TOTAL:61,41%"
"ABRAÃO LINCOLN" "PARAÚ" 286 3347 "SUPLENTE" "DEPUTADO FEDERAL" 8.54 "TOTAL:73,62%"
"FRACIELLE LOPES" "JUCURUTU" 1050 12294 "SUPLENTE" "DEPUTADO ESTADUAL" 8.54 "TOTAL:78,52%"
"ALVARO DIAS" "SERRA NEGRA DO NORTE" 416 4863 "ELEITO POR MÉDIA" "DEPUTADO ESTADUAL" 8.55 "TOTAL:72,76%"
"CRISTIANE DANTAS" "NÍSIA FLORESTA" 1302 15221 "ELEITO POR QP" "DEPUTADO ESTADUAL" 8.55 "TOTAL:50,58%"
"CARLSON GOMES" "JAPI" 369 4305 "SUPLENTE" "DEPUTADO ESTADUAL" 8.57 "TOTAL:66,44%"
"RICARDO MOTTA" "SANTA MARIA" 314 3664 "ELEITO POR QP" "DEPUTADO ESTADUAL" 8.57 "TOTAL:61,03%"
"ROGERIO MARINHO" "NOVA CRUZ" 1770 20596 "ELEITO POR QP" "DEPUTADO FEDERAL" 8.59 "TOTAL:64,03%"
"DRA ZENAIDE MAIA" "TOUROS" 1632 18962 "ELEITO POR QP" "DEPUTADO FEDERAL" 8.61 "TOTAL:58,3%"
"RAIMUNDO FERNANDES" "BAÍA FORMOSA" 465 5402 "ELEITO POR QP" "DEPUTADO ESTADUAL" 8.61 "TOTAL:60,12%"
"LEILA" "LAGOA SALGADA" 558 6477 "NÃO ELEITO" "DEPUTADO ESTADUAL" 8.62 "TOTAL:54,79%"
"DRA ZENAIDE MAIA" "CAICÓ" 3166 36655 "ELEITO POR QP" "DEPUTADO FEDERAL" 8.64 "TOTAL:62,3%"
"EZEQUIEL FERREIRA" "LAGOA DE PEDRAS" 455 5266 "ELEITO POR QP" "DEPUTADO ESTADUAL" 8.64 "TOTAL:71,76%"
"GALENO" "MOSSORÓ" 12306 142501 "ELEITO POR QP" "DEPUTADO ESTADUAL" 8.64 "TOTAL:37,97%"
"VIVALDO COSTA" "OURO BRANCO" 303 3505 "SUPLENTE" "DEPUTADO ESTADUAL" 8.64 "TOTAL:76,02%"
"RICARDO MOTTA" "PENDÊNCIAS" 745 8617 "ELEITO POR QP" "DEPUTADO ESTADUAL" 8.65 "TOTAL:45,57%"
"DRA ZENAIDE MAIA" "RAFAEL GODEIRO" 223 2572 "ELEITO POR QP" "DEPUTADO FEDERAL" 8.67 "TOTAL:69,87%"
"KELPS LIMA" "UMARIZAL" 607 7004 "ELEITO POR QP" "DEPUTADO ESTADUAL" 8.67 "TOTAL:75,68%"
"RAFAEL MOTTA" "NOVA CRUZ" 1789 20596 "ELEITO POR QP" "DEPUTADO FEDERAL" 8.69 "TOTAL:64,03%"
"BETINHO ROSADO SEGUNDO" "GROSSOS" 568 6529 "ELEITO POR QP" "DEPUTADO FEDERAL" 8.7 "TOTAL:60,65%"
"DRA ZENAIDE MAIA" "MAXARANGUAPE" 641 7361 "ELEITO POR QP" "DEPUTADO FEDERAL" 8.71 "TOTAL:73,5%"
"MÁRCIA MAIA" "EXTREMOZ" 1483 17036 "ELEITO POR QP" "DEPUTADO ESTADUAL" 8.71 "TOTAL:31,12%"
"ABRAÃO LINCOLN" "ASSÚ" 3041 34890 "SUPLENTE" "DEPUTADO FEDERAL" 8.72 "TOTAL:62,8%"
"FABIO FARIA" "MOSSORÓ" 12423 142501 "ELEITO POR QP" "DEPUTADO FEDERAL" 8.72 "TOTAL:45,32%"
"FELIPE MAIA" "SÃO BENTO DO NORTE" 235 2694 "ELEITO POR QP" "DEPUTADO FEDERAL" 8.72 "TOTAL:75,12%"
"RAFAEL MOTTA" "SÃO BENTO DO NORTE" 235 2694 "ELEITO POR QP" "DEPUTADO FEDERAL" 8.72 "TOTAL:75,12%"
"ALVARO DIAS" "IPUEIRA" 140 1603 "ELEITO POR MÉDIA" "DEPUTADO ESTADUAL" 8.73 "TOTAL:80,15%"
"CRISTIANE DANTAS" "MONTE ALEGRE" 1082 12384 "ELEITO POR QP" "DEPUTADO ESTADUAL" 8.74 "TOTAL:58,42%"
"KELPS LIMA" "UPANEMA" 763 8724 "ELEITO POR QP" "DEPUTADO ESTADUAL" 8.75 "TOTAL:47,2%"
"ROGERIO MARINHO" "CERRO CORÁ" 569 6502 "ELEITO POR QP" "DEPUTADO FEDERAL" 8.75 "TOTAL:65,22%"
"TOMBA" "GALINHOS" 161 1840 "ELEITO POR QP" "DEPUTADO ESTADUAL" 8.75 "TOTAL:58,8%"
"RICARDO MOTTA" "RIACHO DE SANTANA" 237 2701 "ELEITO POR QP" "DEPUTADO ESTADUAL" 8.77 "TOTAL:75,41%"
"BETINHO ROSADO SEGUNDO" "PENDÊNCIAS" 758 8617 "ELEITO POR QP" "DEPUTADO FEDERAL" 8.8 "TOTAL:61,41%"
"JÁCOME" "BARAÚNA" 1321 15007 "ELEITO POR MÉDIA" "DEPUTADO FEDERAL" 8.8 "TOTAL:45,63%"
"NELTER QUEIROZ" "ALTO DO RODRIGUES" 805 9138 "ELEITO POR QP" "DEPUTADO ESTADUAL" 8.81 "TOTAL:62,15%"
"GUSTAVO FERNANDES" "SÍTIO NOVO" 353 4002 "ELEITO POR QP" "DEPUTADO ESTADUAL" 8.82 "TOTAL:76,64%"
"LARISSA ROSADO" "SERRINHA DOS PINTOS" 282 3196 "SUPLENTE" "DEPUTADO ESTADUAL" 8.82 "TOTAL:81,35%"
"SANDRA ROSADO" "SEVERIANO MELO" 489 5547 "SUPLENTE" "DEPUTADO FEDERAL" 8.82 "TOTAL:69,59%"
"RAFAEL MOTTA" "LAGOA DE PEDRAS" 465 5266 "ELEITO POR QP" "DEPUTADO FEDERAL" 8.83 "TOTAL:76,46%"
"JOSE ADECIO" "TAIPU" 733 8288 "ELEITO POR MÉDIA" "DEPUTADO ESTADUAL" 8.84 "TOTAL:56,43%"
"FELIPE MAIA" "CAIÇARA DO RIO DO VENTO" 268 3016 "ELEITO POR QP" "DEPUTADO FEDERAL" 8.89 "TOTAL:69,57%"
"HERMANO MORAIS" "NÍSIA FLORESTA" 1355 15221 "ELEITO POR QP" "DEPUTADO ESTADUAL" 8.9 "TOTAL:50,58%"
"RICARDO MOTTA" "CARNAUBAIS" 612 6878 "ELEITO POR QP" "DEPUTADO ESTADUAL" 8.9 "TOTAL:60,29%"
"CARLOS AUGUSTO MAIA" "OLHO D'ÁGUA DO BORGES" 312 3493 "ELEITO POR MÉDIA" "DEPUTADO ESTADUAL" 8.93 "TOTAL:68,24%"
"GUSTAVO FERNANDES" "ENCANTO" 312 3486 "ELEITO POR QP" "DEPUTADO ESTADUAL" 8.95 "TOTAL:76,97%"
"JOSE ADECIO" "FLORÂNIA" 591 6584 "ELEITO POR MÉDIA" "DEPUTADO ESTADUAL" 8.98 "TOTAL:53,3%"
"ROGERIO MARINHO" "JUCURUTU" 1107 12294 "ELEITO POR QP" "DEPUTADO FEDERAL" 9 "TOTAL:59,91%"
"ALVARO DIAS" "BENTO FERNANDES" 356 3944 "ELEITO POR MÉDIA" "DEPUTADO ESTADUAL" 9.03 "TOTAL:62,78%"
"JOSÉ DIAS" "MONTE ALEGRE" 1118 12384 "ELEITO POR QP" "DEPUTADO ESTADUAL" 9.03 "TOTAL:58,42%"
"DRA ZENAIDE MAIA" "PORTO DO MANGUE" 338 3739 "ELEITO POR QP" "DEPUTADO FEDERAL" 9.04 "TOTAL:68,27%"
"EZEQUIEL FERREIRA" "SANTANA DO MATOS" 866 9566 "ELEITO POR QP" "DEPUTADO ESTADUAL" 9.05 "TOTAL:62,29%"
"NELTER QUEIROZ" "IPANGUAÇU" 906 10007 "ELEITO POR QP" "DEPUTADO ESTADUAL" 9.05 "TOTAL:56,76%"
"ADRIANO GADELHA" "MONTE DAS GAMELEIRAS" 195 2153 "SUPLENTE" "DEPUTADO FEDERAL" 9.06 "TOTAL:79,19%"
"RAFAEL MOTTA" "MONTE ALEGRE" 1123 12384 "ELEITO POR QP" "DEPUTADO FEDERAL" 9.07 "TOTAL:68,61%"
"RAFAEL MOTTA" "RAFAEL FERNANDES" 316 3477 "ELEITO POR QP" "DEPUTADO FEDERAL" 9.09 "TOTAL:73,57%"
"SANDRA ROSADO" "BARAÚNA" 1364 15007 "SUPLENTE" "DEPUTADO FEDERAL" 9.09 "TOTAL:45,63%"
"FABIO FARIA" "CORONEL JOÃO PESSOA" 267 2933 "ELEITO POR QP" "DEPUTADO FEDERAL" 9.1 "TOTAL:72,59%"
"SANDRA ROSADO" "CAMPO GRANDE" 592 6506 "SUPLENTE" "DEPUTADO FEDERAL" 9.1 "TOTAL:65,57%"
"FAFA ROSADO" "MOSSORÓ" 12983 142501 "SUPLENTE" "DEPUTADO FEDERAL" 9.11 "TOTAL:45,32%"
"GUSTAVO CARVALHO" "LAGOA SALGADA" 590 6477 "ELEITO POR QP" "DEPUTADO ESTADUAL" 9.11 "TOTAL:54,79%"
"RICARDO MOTTA" "JOÃO CÂMARA" 1816 19926 "ELEITO POR QP" "DEPUTADO ESTADUAL" 9.11 "TOTAL:47,16%"
"WALTER ALVES" "RIACHUELO" 473 5193 "ELEITO POR QP" "DEPUTADO FEDERAL" 9.11 "TOTAL:77,55%"
"EZEQUIEL FERREIRA" "TAIPU" 756 8288 "ELEITO POR QP" "DEPUTADO ESTADUAL" 9.12 "TOTAL:56,43%"
"KELPS LIMA" "MAXARANGUAPE" 671 7361 "ELEITO POR QP" "DEPUTADO ESTADUAL" 9.12 "TOTAL:58,23%"
"BETINHO ROSADO SEGUNDO" "SERRA DO MEL" 681 7457 "ELEITO POR QP" "DEPUTADO FEDERAL" 9.13 "TOTAL:58,26%"
"GETULIO REGO" "FELIPE GUERRA" 490 5364 "ELEITO POR QP" "DEPUTADO ESTADUAL" 9.13 "TOTAL:60,54%"
"EZEQUIEL FERREIRA" "CURRAIS NOVOS" 2277 24912 "ELEITO POR QP" "DEPUTADO ESTADUAL" 9.14 "TOTAL:59,44%"
"ABRAÃO LINCOLN" "CAIÇARA DO RIO DO VENTO" 276 3016 "SUPLENTE" "DEPUTADO FEDERAL" 9.15 "TOTAL:69,57%"
"JOSE ADECIO" "PEDRA PRETA" 234 2552 "ELEITO POR MÉDIA" "DEPUTADO ESTADUAL" 9.17 "TOTAL:72,45%"
"MINEIRO" "SERRA DO MEL" 684 7457 "ELEITO POR QP" "DEPUTADO ESTADUAL" 9.17 "TOTAL:66,3%"
"AGNELO" "JUNDIÁ" 276 2999 "ELEITO POR QP" "DEPUTADO ESTADUAL" 9.2 "TOTAL:62,78%"
"DRA ZENAIDE MAIA" "JARDIM DO SERIDÓ" 810 8783 "ELEITO POR QP" "DEPUTADO FEDERAL" 9.22 "TOTAL:68,83%"
"LARISSA ROSADO" "GOVERNADOR DIX-SEPT ROSADO" 860 9332 "SUPLENTE" "DEPUTADO ESTADUAL" 9.22 "TOTAL:49,3%"
"AMAZAN" "IPUEIRA" 148 1603 "SUPLENTE" "DEPUTADO ESTADUAL" 9.23 "TOTAL:80,15%"
"ROGERIO MARINHO" "AFONSO BEZERRA" 676 7322 "ELEITO POR QP" "DEPUTADO FEDERAL" 9.23 "TOTAL:65%"
"JOÃO DE BEGUINHO" "TIBAU" 299 3233 "SUPLENTE" "DEPUTADO ESTADUAL" 9.25 "TOTAL:69,04%"
"FAFA ROSADO" "SERRINHA DOS PINTOS" 296 3196 "SUPLENTE" "DEPUTADO FEDERAL" 9.26 "TOTAL:81%"
"JOSE ADECIO" "SÃO PEDRO" 470 5069 "ELEITO POR MÉDIA" "DEPUTADO ESTADUAL" 9.27 "TOTAL:54,79%"
"JOSÉ DIAS" "LAGOA DE PEDRAS" 489 5266 "ELEITO POR QP" "DEPUTADO ESTADUAL" 9.29 "TOTAL:71,76%"
"WALTER ALVES" "ENCANTO" 324 3486 "ELEITO POR QP" "DEPUTADO FEDERAL" 9.29 "TOTAL:65,09%"
"FABIO FARIA" "SÃO JOSÉ DE MIPIBU" 2207 23716 "ELEITO POR QP" "DEPUTADO FEDERAL" 9.31 "TOTAL:48,79%"
"RICARDO MOTTA" "CAIÇARA DO NORTE" 392 4207 "ELEITO POR QP" "DEPUTADO ESTADUAL" 9.32 "TOTAL:60,16%"
"TOMBA" "PEDRO AVELINO" 481 5163 "ELEITO POR QP" "DEPUTADO ESTADUAL" 9.32 "TOTAL:74,43%"
"FELIPE MAIA" "SÃO JOSÉ DE MIPIBU" 2213 23716 "ELEITO POR QP" "DEPUTADO FEDERAL" 9.33 "TOTAL:48,79%"
"FABIO FARIA" "CANGUARETAMA" 1689 18087 "ELEITO POR QP" "DEPUTADO FEDERAL" 9.34 "TOTAL:60,25%"
"FABIO FARIA" "GOIANINHA" 1451 15528 "ELEITO POR QP" "DEPUTADO FEDERAL" 9.34 "TOTAL:65,61%"
"GALENO" "ESPÍRITO SANTO" 538 5751 "ELEITO POR QP" "DEPUTADO ESTADUAL" 9.35 "TOTAL:75,65%"
"RICARDO MOTTA" "CRUZETA" 543 5797 "ELEITO POR QP" "DEPUTADO ESTADUAL" 9.37 "TOTAL:69,4%"
"DRA ZENAIDE MAIA" "LAGOA NOVA" 858 9148 "ELEITO POR QP" "DEPUTADO FEDERAL" 9.38 "TOTAL:67,02%"
"RAFAEL MOTTA" "JUCURUTU" 1159 12294 "ELEITO POR QP" "DEPUTADO FEDERAL" 9.43 "TOTAL:59,91%"
"RAIMUNDO FERNANDES" "ENCANTO" 329 3486 "ELEITO POR QP" "DEPUTADO ESTADUAL" 9.44 "TOTAL:76,97%"
"DRA ZENAIDE MAIA" "VÁRZEA" 380 4022 "ELEITO POR QP" "DEPUTADO FEDERAL" 9.45 "TOTAL:72,67%"
"VALMIR ALVES" "PUREZA" 549 5810 "SUPLENTE" "DEPUTADO FEDERAL" 9.45 "TOTAL:52,22%"
"RICARDO MOTTA" "ASSÚ" 3301 34890 "ELEITO POR QP" "DEPUTADO ESTADUAL" 9.46 "TOTAL:68,62%"
"RAFAEL MOTTA" "PORTO DO MANGUE" 355 3739 "ELEITO POR QP" "DEPUTADO FEDERAL" 9.49 "TOTAL:68,27%"
"BETINHO ROSADO SEGUNDO" "TIBAU" 307 3233 "ELEITO POR QP" "DEPUTADO FEDERAL" 9.5 "TOTAL:65,76%"
"GALENO" "OLHO D'ÁGUA DO BORGES" 332 3493 "ELEITO POR QP" "DEPUTADO ESTADUAL" 9.5 "TOTAL:68,24%"
"EZEQUIEL FERREIRA" "CAMPO REDONDO" 614 6457 "ELEITO POR QP" "DEPUTADO ESTADUAL" 9.51 "TOTAL:68,31%"
"GEORGE SOARES" "SERRA DO MEL" 709 7457 "ELEITO POR QP" "DEPUTADO ESTADUAL" 9.51 "TOTAL:66,3%"
"CARLOS AUGUSTO MAIA" "AFONSO BEZERRA" 697 7322 "ELEITO POR MÉDIA" "DEPUTADO ESTADUAL" 9.52 "TOTAL:55,53%"
"CRISTIANE DANTAS" "MONTE DAS GAMELEIRAS" 205 2153 "ELEITO POR QP" "DEPUTADO ESTADUAL" 9.52 "TOTAL:70,31%"
"SAVIO" "SÃO JOSÉ DO CAMPESTRE" 776 8123 "SUPLENTE" "DEPUTADO FEDERAL" 9.55 "TOTAL:58,8%"
"GALENO" "ITAÚ" 381 3987 "ELEITO POR QP" "DEPUTADO ESTADUAL" 9.56 "TOTAL:77,46%"
"SANDRA ROSADO" "FRUTUOSO GOMES" 303 3169 "SUPLENTE" "DEPUTADO FEDERAL" 9.56 "TOTAL:71,25%"
"GUSTAVO FERNANDES" "ÁGUA NOVA" 192 2006 "ELEITO POR QP" "DEPUTADO ESTADUAL" 9.57 "TOTAL:82,94%"
"DRA ZENAIDE MAIA" "MACAU" 1710 17858 "ELEITO POR QP" "DEPUTADO FEDERAL" 9.58 "TOTAL:56,37%"
"KELPS LIMA" "TIMBAÚBA DOS BATISTAS" 193 2003 "ELEITO POR QP" "DEPUTADO ESTADUAL" 9.64 "TOTAL:82,28%"
"FABIO FARIA" "LAGOA SALGADA" 625 6477 "ELEITO POR QP" "DEPUTADO FEDERAL" 9.65 "TOTAL:68,51%"
"RAFAEL MOTTA" "UMARIZAL" 676 7004 "ELEITO POR QP" "DEPUTADO FEDERAL" 9.65 "TOTAL:64,78%"
"RAFAEL MOTTA" "ITAJÁ" 506 5229 "ELEITO POR QP" "DEPUTADO FEDERAL" 9.68 "TOTAL:67,6%"
"WALTER ALVES" "ITAJÁ" 506 5229 "ELEITO POR QP" "DEPUTADO FEDERAL" 9.68 "TOTAL:67,6%"
"DRA ZENAIDE MAIA" "SANTA CRUZ" 2028 20900 "ELEITO POR QP" "DEPUTADO FEDERAL" 9.7 "TOTAL:57,07%"
"ALVARO DIAS" "EQUADOR" 369 3800 "ELEITO POR MÉDIA" "DEPUTADO ESTADUAL" 9.71 "TOTAL:76,18%"
"RAFAEL MOTTA" "JARDIM DO SERIDÓ" 853 8783 "ELEITO POR QP" "DEPUTADO FEDERAL" 9.71 "TOTAL:68,83%"
"WALTER ALVES" "TAIPU" 806 8288 "ELEITO POR QP" "DEPUTADO FEDERAL" 9.72 "TOTAL:67,32%"
"DISON LISBOA" "VÁRZEA" 392 4022 "ELEITO POR QP" "DEPUTADO ESTADUAL" 9.75 "TOTAL:62,25%"
"WALTER ALVES" "FLORÂNIA" 642 6584 "ELEITO POR QP" "DEPUTADO FEDERAL" 9.75 "TOTAL:59,81%"
"RAFAEL MOTTA" "PEDRO VELHO" 882 9041 "ELEITO POR QP" "DEPUTADO FEDERAL" 9.76 "TOTAL:54,58%"
"WALTER ALVES" "JOÃO CÂMARA" 1944 19926 "ELEITO POR QP" "DEPUTADO FEDERAL" 9.76 "TOTAL:65,61%"
"CRISTIANE DANTAS" "SÃO MIGUEL DO GOSTOSO" 593 6067 "ELEITO POR QP" "DEPUTADO ESTADUAL" 9.77 "TOTAL:70,43%"
"GALENO" "FRANCISCO DANTAS" 208 2125 "ELEITO POR QP" "DEPUTADO ESTADUAL" 9.79 "TOTAL:74,4%"
"DRA ZENAIDE MAIA" "CARAÚBAS" 1412 14349 "ELEITO POR QP" "DEPUTADO FEDERAL" 9.84 "TOTAL:62,55%"
"KELPS LIMA" "VÁRZEA" 397 4022 "ELEITO POR QP" "DEPUTADO ESTADUAL" 9.87 "TOTAL:62,25%"
"BETINHO ROSADO SEGUNDO" "BARCELONA" 346 3495 "ELEITO POR QP" "DEPUTADO FEDERAL" 9.9 "TOTAL:72,39%"
"FRACIELLE LOPES" "SÃO FERNANDO" 284 2867 "SUPLENTE" "DEPUTADO ESTADUAL" 9.91 "TOTAL:71,16%"
"DRA ZENAIDE MAIA" "AFONSO BEZERRA" 726 7322 "ELEITO POR QP" "DEPUTADO FEDERAL" 9.92 "TOTAL:65%"
"EZEQUIEL FERREIRA" "PEDRO VELHO" 897 9041 "ELEITO POR QP" "DEPUTADO ESTADUAL" 9.92 "TOTAL:45,5%"
"DRA ZENAIDE MAIA" "SANTA MARIA" 364 3664 "ELEITO POR QP" "DEPUTADO FEDERAL" 9.93 "TOTAL:72,02%"
"NELTER QUEIROZ" "ANGICOS" 785 7908 "ELEITO POR QP" "DEPUTADO ESTADUAL" 9.93 "TOTAL:53,12%"
"KELPS LIMA" "SERRINHA" 543 5436 "ELEITO POR QP" "DEPUTADO ESTADUAL" 9.99 "TOTAL:72,86%"
"JOSÉ DIAS" "BODÓ" 227 2271 "ELEITO POR QP" "DEPUTADO ESTADUAL" 10 "TOTAL:75,25%"
"ADRIANO GADELHA" "CAMPO GRANDE" 652 6506 "SUPLENTE" "DEPUTADO FEDERAL" 10.02 "TOTAL:65,57%"
"SAVIO" "SANTA CRUZ" 2094 20900 "SUPLENTE" "DEPUTADO FEDERAL" 10.02 "TOTAL:57,07%"
"SANDRA ROSADO" "GROSSOS" 656 6529 "SUPLENTE" "DEPUTADO FEDERAL" 10.05 "TOTAL:60,65%"
"JOSE ADECIO" "SENADOR ELÓI DE SOUZA" 417 4144 "ELEITO POR MÉDIA" "DEPUTADO ESTADUAL" 10.06 "TOTAL:48,98%"
"WALTER ALVES" "LAGOA DE VELHOS" 270 2682 "ELEITO POR QP" "DEPUTADO FEDERAL" 10.07 "TOTAL:66,56%"
"FABIO FARIA" "RUY BARBOSA" 310 3062 "ELEITO POR QP" "DEPUTADO FEDERAL" 10.12 "TOTAL:81,18%"
"JOSÉ DIAS" "PEDRA GRANDE" 314 3099 "ELEITO POR QP" "DEPUTADO ESTADUAL" 10.13 "TOTAL:68,38%"
"KELPS LIMA" "LAGOA SALGADA" 657 6477 "ELEITO POR QP" "DEPUTADO ESTADUAL" 10.14 "TOTAL:54,79%"
"GETULIO REGO" "SERRINHA DOS PINTOS" 325 3196 "ELEITO POR QP" "DEPUTADO ESTADUAL" 10.17 "TOTAL:81,35%"
"RAIMUNDO FERNANDES" "ANTÔNIO MARTINS" 499 4905 "ELEITO POR QP" "DEPUTADO ESTADUAL" 10.17 "TOTAL:78,59%"
"GUSTAVO CARVALHO" "SÃO PAULO DO POTENGI" 1103 10811 "ELEITO POR QP" "DEPUTADO ESTADUAL" 10.2 "TOTAL:47,53%"
"KELPS LIMA" "JUNDIÁ" 306 2999 "ELEITO POR QP" "DEPUTADO ESTADUAL" 10.2 "TOTAL:62,78%"
"JOSÉ DIAS" "PASSA E FICA" 638 6247 "ELEITO POR QP" "DEPUTADO ESTADUAL" 10.21 "TOTAL:69,06%"
"LAURA HELENA" "PASSA E FICA" 639 6247 "SUPLENTE" "DEPUTADO ESTADUAL" 10.23 "TOTAL:69,06%"
"FELIPE MAIA" "AFONSO BEZERRA" 750 7322 "ELEITO POR QP" "DEPUTADO FEDERAL" 10.24 "TOTAL:65%"
"DRA ZENAIDE MAIA" "ANTÔNIO MARTINS" 504 4905 "ELEITO POR QP" "DEPUTADO FEDERAL" 10.28 "TOTAL:77,37%"
"EZEQUIEL FERREIRA" "CAIÇARA DO RIO DO VENTO" 310 3016 "ELEITO POR QP" "DEPUTADO ESTADUAL" 10.28 "TOTAL:78,71%"
"FAFA ROSADO" "ITAÚ" 410 3987 "SUPLENTE" "DEPUTADO FEDERAL" 10.28 "TOTAL:62,63%"
"GUSTAVO FERNANDES" "PAU DOS FERROS" 1630 15857 "ELEITO POR QP" "DEPUTADO ESTADUAL" 10.28 "TOTAL:76,69%"
"ABRAÃO LINCOLN" "UPANEMA" 898 8724 "SUPLENTE" "DEPUTADO FEDERAL" 10.29 "TOTAL:60,78%"
"CIÇÃO" "JARDIM DO SERIDÓ" 904 8783 "NÃO ELEITO" "DEPUTADO FEDERAL" 10.29 "TOTAL:68,83%"
"FAFA ROSADO" "FRUTUOSO GOMES" 327 3169 "SUPLENTE" "DEPUTADO FEDERAL" 10.32 "TOTAL:71,25%"
"GUSTAVO FERNANDES" "ANTÔNIO MARTINS" 507 4905 "ELEITO POR QP" "DEPUTADO ESTADUAL" 10.34 "TOTAL:78,59%"
"RAIMUNDO FERNANDES" "RAFAEL FERNANDES" 361 3477 "ELEITO POR QP" "DEPUTADO ESTADUAL" 10.38 "TOTAL:81,62%"
"FRACIELLE LOPES" "SÃO RAFAEL" 622 5959 "SUPLENTE" "DEPUTADO ESTADUAL" 10.44 "TOTAL:69,27%"
"FRACIELLE LOPES" "CAICÓ" 3827 36655 "SUPLENTE" "DEPUTADO ESTADUAL" 10.44 "TOTAL:68,2%"
"ALDO TORQUATO" "JOÃO CÂMARA" 2082 19926 "SUPLENTE" "DEPUTADO FEDERAL" 10.45 "TOTAL:65,61%"
"AGNELO" "VILA FLOR" 220 2101 "ELEITO POR QP" "DEPUTADO ESTADUAL" 10.47 "TOTAL:71,96%"
"DRA ZENAIDE MAIA" "CAMPO REDONDO" 678 6457 "ELEITO POR QP" "DEPUTADO FEDERAL" 10.5 "TOTAL:66,64%"
"FABIO FARIA" "PARAÚ" 352 3347 "ELEITO POR QP" "DEPUTADO FEDERAL" 10.52 "TOTAL:73,62%"
"ALBERT DICKSON OFTALMOLOGISTA" "VERA CRUZ" 789 7495 "ELEITO POR QP" "DEPUTADO ESTADUAL" 10.53 "TOTAL:60,62%"
"DRA ZENAIDE MAIA" "IELMO MARINHO" 850 8073 "ELEITO POR QP" "DEPUTADO FEDERAL" 10.53 "TOTAL:73,45%"
"FELIPE MAIA" "JAPI" 454 4305 "ELEITO POR QP" "DEPUTADO FEDERAL" 10.55 "TOTAL:75,07%"
"JOSÉ DIAS" "UMARIZAL" 739 7004 "ELEITO POR QP" "DEPUTADO ESTADUAL" 10.55 "TOTAL:75,68%"
"BETINHO ROSADO SEGUNDO" "FELIPE GUERRA" 567 5364 "ELEITO POR QP" "DEPUTADO FEDERAL" 10.57 "TOTAL:73,66%"
"MÁRCIA MAIA" "ESPÍRITO SANTO" 608 5751 "ELEITO POR QP" "DEPUTADO ESTADUAL" 10.57 "TOTAL:75,65%"
"TOMBA" "TANGARÁ" 979 9264 "ELEITO POR QP" "DEPUTADO ESTADUAL" 10.57 "TOTAL:62,36%"
"AMAZAN" "ACARI" 814 7691 "SUPLENTE" "DEPUTADO ESTADUAL" 10.58 "TOTAL:55,52%"
"FAFA ROSADO" "ALMINO AFONSO" 432 4067 "SUPLENTE" "DEPUTADO FEDERAL" 10.62 "TOTAL:72,16%"
"RAFAEL MOTTA" "CEARÁ-MIRIM" 4451 41899 "ELEITO POR QP" "DEPUTADO FEDERAL" 10.62 "TOTAL:57,66%"
"CARLOS AUGUSTO MAIA" "LUCRÉCIA" 292 2745 "ELEITO POR MÉDIA" "DEPUTADO ESTADUAL" 10.64 "TOTAL:79,6%"
"NILSON VIANNA" "APODI" 2474 23258 "SUPLENTE" "DEPUTADO ESTADUAL" 10.64 "TOTAL:65,42%"
