"NOME_URNA_CANDIDATO" "NOME_MUNICIPIO" "TOTAL_VOTOS" "QTD_COMPARECIMENTO" "DESC_SIT_CAND_TOT" "DESCRICAO_CARGO" "PROP_VOT" "prop.total"
"AMAZAN" "JARDIM DE PIRANHAS" 233 9099 "SUPLENTE" "DEPUTADO ESTADUAL" 2.56 "TOTAL:74,19%"
"DRA ZENAIDE MAIA" "JARDIM DE ANGICOS" 60 2310 "ELEITO POR QP" "DEPUTADO FEDERAL" 2.6 "TOTAL:75,24%"
"MESTRE RAIMUNDO" "JARDIM DE ANGICOS" 60 2310 "SUPLENTE" "DEPUTADO FEDERAL" 2.6 "TOTAL:75,24%"
"RAIMUNDO FERNANDES" "DOUTOR SEVERIANO" 110 4216 "ELEITO POR QP" "DEPUTADO ESTADUAL" 2.61 "TOTAL:83,04%"
"ERALDO" "LUCRÉCIA" 72 2745 "SUPLENTE" "DEPUTADO FEDERAL" 2.62 "TOTAL:77,41%"
"JÁCOME" "RIACHUELO" 136 5193 "ELEITO POR MÉDIA" "DEPUTADO FEDERAL" 2.62 "TOTAL:77,55%"
"CARLOS AUGUSTO MAIA" "JOÃO DIAS" 54 2050 "ELEITO POR MÉDIA" "DEPUTADO ESTADUAL" 2.63 "TOTAL:73,65%"
"JÁCOME" "MARTINS" 140 5325 "ELEITO POR MÉDIA" "DEPUTADO FEDERAL" 2.63 "TOTAL:69,59%"
"RAFAEL MOTTA" "ANTÔNIO MARTINS" 129 4905 "ELEITO POR QP" "DEPUTADO FEDERAL" 2.63 "TOTAL:77,37%"
"GETULIO REGO" "ÁGUA NOVA" 53 2006 "ELEITO POR QP" "DEPUTADO ESTADUAL" 2.64 "TOTAL:82,94%"
"FABIO FARIA" "DOUTOR SEVERIANO" 112 4216 "ELEITO POR QP" "DEPUTADO FEDERAL" 2.66 "TOTAL:71,54%"
"KELPS LIMA" "ASSÚ" 927 34890 "ELEITO POR QP" "DEPUTADO ESTADUAL" 2.66 "TOTAL:68,62%"
"LARISSA ROSADO" "GROSSOS" 175 6529 "SUPLENTE" "DEPUTADO ESTADUAL" 2.68 "TOTAL:71,83%"
"AMAZAN" "SÃO BENTO DO TRAIRÍ" 85 3127 "SUPLENTE" "DEPUTADO ESTADUAL" 2.72 "TOTAL:78,2%"
"HUGO MANSO" "GOVERNADOR DIX-SEPT ROSADO" 254 9332 "SUPLENTE" "DEPUTADO FEDERAL" 2.72 "TOTAL:62,09%"
"CARLSON GOMES" "CAMPO REDONDO" 176 6457 "SUPLENTE" "DEPUTADO ESTADUAL" 2.73 "TOTAL:68,31%"
"GETULIO REGO" "LUÍS GOMES" 158 5795 "ELEITO POR QP" "DEPUTADO ESTADUAL" 2.73 "TOTAL:80,3%"
"ABRAÃO LINCOLN" "BENTO FERNANDES" 108 3944 "SUPLENTE" "DEPUTADO FEDERAL" 2.74 "TOTAL:72,24%"
"AMAZAN" "CAICÓ" 1009 36655 "SUPLENTE" "DEPUTADO ESTADUAL" 2.75 "TOTAL:68,2%"
"JÁCOME" "ARÊS" 243 8822 "ELEITO POR MÉDIA" "DEPUTADO FEDERAL" 2.75 "TOTAL:68,22%"
"MINEIRO" "MOSSORÓ" 3914 142501 "ELEITO POR QP" "DEPUTADO ESTADUAL" 2.75 "TOTAL:37,97%"
"JACÓ JÁCOME" "GUAMARÉ" 277 10031 "ELEITO POR QP" "DEPUTADO ESTADUAL" 2.76 "TOTAL:71,34%"
"KELPS LIMA" "MACAU" 492 17858 "ELEITO POR QP" "DEPUTADO ESTADUAL" 2.76 "TOTAL:61,09%"
"ALBERT DICKSON OFTALMOLOGISTA" "RIO DO FOGO" 223 8038 "ELEITO POR QP" "DEPUTADO ESTADUAL" 2.77 "TOTAL:65,64%"
"BETINHO ROSADO SEGUNDO" "VENHA-VER" 74 2674 "ELEITO POR QP" "DEPUTADO FEDERAL" 2.77 "TOTAL:80,9%"
"ADRIANO GADELHA" "MARTINS" 148 5325 "SUPLENTE" "DEPUTADO FEDERAL" 2.78 "TOTAL:69,59%"
"FABIO FARIA" "BOM JESUS" 168 6015 "ELEITO POR QP" "DEPUTADO FEDERAL" 2.79 "TOTAL:68,46%"
"GETULIO REGO" "MARCELINO VIEIRA" 148 5298 "ELEITO POR QP" "DEPUTADO ESTADUAL" 2.79 "TOTAL:72,83%"
"AMAZAN" "JAÇANÃ" 135 4806 "SUPLENTE" "DEPUTADO ESTADUAL" 2.81 "TOTAL:70,31%"
"ALVARO DIAS" "SÃO JOSÉ DO SERIDÓ" 100 3500 "ELEITO POR MÉDIA" "DEPUTADO ESTADUAL" 2.86 "TOTAL:78,6%"
"JOSE ADECIO" "SENADOR GEORGINO AVELINO" 87 3020 "ELEITO POR MÉDIA" "DEPUTADO ESTADUAL" 2.88 "TOTAL:66,56%"
"CARLSON GOMES" "SÍTIO NOVO" 116 4002 "SUPLENTE" "DEPUTADO ESTADUAL" 2.9 "TOTAL:76,64%"
"HERMANO MORAIS" "JARDIM DO SERIDÓ" 255 8783 "ELEITO POR QP" "DEPUTADO ESTADUAL" 2.9 "TOTAL:75,4%"
"JÁCOME" "FELIPE GUERRA" 156 5364 "ELEITO POR MÉDIA" "DEPUTADO FEDERAL" 2.91 "TOTAL:73,66%"
"JACÓ JÁCOME" "PARNAMIRIM" 2788 95215 "ELEITO POR QP" "DEPUTADO ESTADUAL" 2.93 "TOTAL:32,29%"
"SOUZA" "MOSSORÓ" 4186 142501 "ELEITO POR QP" "DEPUTADO ESTADUAL" 2.94 "TOTAL:37,97%"
"RAFAEL MOTTA" "PAU DOS FERROS" 472 15857 "ELEITO POR QP" "DEPUTADO FEDERAL" 2.98 "TOTAL:58,79%"
"FELIPE MAIA" "GOIANINHA" 464 15528 "ELEITO POR QP" "DEPUTADO FEDERAL" 2.99 "TOTAL:65,61%"
"ADRIANO GADELHA" "TIMBAÚBA DOS BATISTAS" 60 2003 "SUPLENTE" "DEPUTADO FEDERAL" 3 "TOTAL:75,78%"
"DRA ZENAIDE MAIA" "TENENTE LAURENTINO CRUZ" 116 3872 "ELEITO POR QP" "DEPUTADO FEDERAL" 3 "TOTAL:73,06%"
"FABIO FARIA" "SÃO GONÇALO DO AMARANTE" 1614 53778 "ELEITO POR QP" "DEPUTADO FEDERAL" 3 "TOTAL:57,99%"
"HERMANO MORAIS" "AREIA BRANCA" 496 16546 "ELEITO POR QP" "DEPUTADO ESTADUAL" 3 "TOTAL:75,35%"
"KELPS LIMA" "PARNAMIRIM" 2868 95215 "ELEITO POR QP" "DEPUTADO ESTADUAL" 3.01 "TOTAL:32,29%"
"FATIMA CARDOSO" "CANGUARETAMA" 547 18087 "SUPLENTE" "DEPUTADO ESTADUAL" 3.02 "TOTAL:59,88%"
"JOSE ADECIO" "CANGUARETAMA" 546 18087 "ELEITO POR MÉDIA" "DEPUTADO ESTADUAL" 3.02 "TOTAL:59,88%"
"BETINHO ROSADO SEGUNDO" "SANTANA DO MATOS" 290 9566 "ELEITO POR QP" "DEPUTADO FEDERAL" 3.03 "TOTAL:66,66%"
"ABRAÃO LINCOLN" "RIACHO DA CRUZ" 71 2331 "SUPLENTE" "DEPUTADO FEDERAL" 3.05 "TOTAL:83,36%"
"JÁCOME" "EXTREMOZ" 519 17036 "ELEITO POR MÉDIA" "DEPUTADO FEDERAL" 3.05 "TOTAL:54,24%"
"JÁCOME" "TIBAU" 99 3233 "ELEITO POR MÉDIA" "DEPUTADO FEDERAL" 3.06 "TOTAL:65,76%"
"ALVARO DIAS" "OURO BRANCO" 108 3505 "ELEITO POR MÉDIA" "DEPUTADO ESTADUAL" 3.08 "TOTAL:76,02%"
"MINEIRO" "PARNAMIRIM" 2934 95215 "ELEITO POR QP" "DEPUTADO ESTADUAL" 3.08 "TOTAL:32,29%"
"RAFAEL MOTTA" "JANDAÍRA" 149 4813 "ELEITO POR QP" "DEPUTADO FEDERAL" 3.1 "TOTAL:73,46%"
"WALTER ALVES" "RAFAEL GODEIRO" 80 2572 "ELEITO POR QP" "DEPUTADO FEDERAL" 3.11 "TOTAL:69,87%"
"FABIO FARIA" "MARTINS" 166 5325 "ELEITO POR QP" "DEPUTADO FEDERAL" 3.12 "TOTAL:69,59%"
"GEORGE CÂMARA" "BENTO FERNANDES" 124 3944 "SUPLENTE" "DEPUTADO ESTADUAL" 3.14 "TOTAL:62,78%"
"HERMANO MORAIS" "CORONEL EZEQUIEL" 124 3941 "ELEITO POR QP" "DEPUTADO ESTADUAL" 3.15 "TOTAL:75,52%"
"BETINHO ROSADO SEGUNDO" "SERRINHA" 173 5436 "ELEITO POR QP" "DEPUTADO FEDERAL" 3.18 "TOTAL:71,96%"
"MÁRCIA MAIA" "TENENTE LAURENTINO CRUZ" 123 3872 "ELEITO POR QP" "DEPUTADO ESTADUAL" 3.18 "TOTAL:67,87%"
"TOMBA" "ARÊS" 281 8822 "ELEITO POR QP" "DEPUTADO ESTADUAL" 3.19 "TOTAL:63,7%"
"CRISTIANE DANTAS" "PEDRA PRETA" 82 2552 "ELEITO POR QP" "DEPUTADO ESTADUAL" 3.21 "TOTAL:72,45%"
"FELIPE MAIA" "SÃO FRANCISCO DO OESTE" 94 2917 "ELEITO POR QP" "DEPUTADO FEDERAL" 3.22 "TOTAL:77,91%"
"JOSÉ DIAS" "TIBAU DO SUL" 269 8343 "ELEITO POR QP" "DEPUTADO ESTADUAL" 3.22 "TOTAL:64,83%"
"JACÓ JÁCOME" "CORONEL EZEQUIEL" 128 3941 "ELEITO POR QP" "DEPUTADO ESTADUAL" 3.25 "TOTAL:75,52%"
"ADRIANO GADELHA" "PAU DOS FERROS" 517 15857 "SUPLENTE" "DEPUTADO FEDERAL" 3.26 "TOTAL:58,79%"
"JÁCOME" "BOM JESUS" 196 6015 "ELEITO POR MÉDIA" "DEPUTADO FEDERAL" 3.26 "TOTAL:68,46%"
"AGNELO" "GOIANINHA" 509 15528 "ELEITO POR QP" "DEPUTADO ESTADUAL" 3.28 "TOTAL:78,1%"
"GARIBALDE LEITE" "VÁRZEA" 132 4022 "SUPLENTE" "DEPUTADO ESTADUAL" 3.28 "TOTAL:62,25%"
"GEORGE SOARES" "PATU" 240 7303 "ELEITO POR QP" "DEPUTADO ESTADUAL" 3.29 "TOTAL:56,13%"
"HERMANO MORAIS" "TOUROS" 623 18962 "ELEITO POR QP" "DEPUTADO ESTADUAL" 3.29 "TOTAL:46,86%"
"SANDRA ROSADO" "VIÇOSA" 44 1332 "SUPLENTE" "DEPUTADO FEDERAL" 3.3 "TOTAL:73,79%"
"SAVIO" "GOIANINHA" 513 15528 "SUPLENTE" "DEPUTADO FEDERAL" 3.3 "TOTAL:65,61%"
"JACÓ JÁCOME" "JAÇANÃ" 159 4806 "ELEITO POR QP" "DEPUTADO ESTADUAL" 3.31 "TOTAL:70,31%"
"ADRIANO GADELHA" "OLHO D'ÁGUA DO BORGES" 116 3493 "SUPLENTE" "DEPUTADO FEDERAL" 3.32 "TOTAL:71,94%"
"FABIO FARIA" "VENHA-VER" 89 2674 "ELEITO POR QP" "DEPUTADO FEDERAL" 3.33 "TOTAL:80,9%"
"LUIZ GOMES" "BREJINHO" 241 7229 "SUPLENTE" "DEPUTADO ESTADUAL" 3.33 "TOTAL:54,69%"
"FABIO FARIA" "FRUTUOSO GOMES" 106 3169 "ELEITO POR QP" "DEPUTADO FEDERAL" 3.34 "TOTAL:71,25%"
"JÁCOME" "TRIUNFO POTIGUAR" 106 3167 "ELEITO POR MÉDIA" "DEPUTADO FEDERAL" 3.35 "TOTAL:75,22%"
"FELIPE MAIA" "RAFAEL FERNANDES" 117 3477 "ELEITO POR QP" "DEPUTADO FEDERAL" 3.36 "TOTAL:73,57%"
"JOSÉ DIAS" "SÃO JOSÉ DE MIPIBU" 796 23716 "ELEITO POR QP" "DEPUTADO ESTADUAL" 3.36 "TOTAL:60,24%"
"NILSON VIANNA" "UMARIZAL" 236 7004 "SUPLENTE" "DEPUTADO ESTADUAL" 3.37 "TOTAL:75,68%"
"FELIPE MAIA" "APODI" 785 23258 "ELEITO POR QP" "DEPUTADO FEDERAL" 3.38 "TOTAL:55,99%"
"ALVARO DIAS" "RIACHUELO" 178 5193 "ELEITO POR MÉDIA" "DEPUTADO ESTADUAL" 3.43 "TOTAL:68,39%"
"GETULIO REGO" "TENENTE ANANIAS" 217 6333 "ELEITO POR QP" "DEPUTADO ESTADUAL" 3.43 "TOTAL:76,67%"
"HUGO MANSO" "CURRAIS NOVOS" 855 24912 "SUPLENTE" "DEPUTADO FEDERAL" 3.43 "TOTAL:41,35%"
"KELPS LIMA" "SÃO TOMÉ" 256 7455 "ELEITO POR QP" "DEPUTADO ESTADUAL" 3.43 "TOTAL:68,47%"
"FRACIELLE LOPES" "SÃO JOÃO DO SABUGI" 153 4448 "SUPLENTE" "DEPUTADO ESTADUAL" 3.44 "TOTAL:73,13%"
"ADRIANO GADELHA" "PEDRO AVELINO" 178 5163 "SUPLENTE" "DEPUTADO FEDERAL" 3.45 "TOTAL:65,3%"
"FRACIELLE LOPES" "SÃO JOSÉ DO SERIDÓ" 121 3500 "SUPLENTE" "DEPUTADO ESTADUAL" 3.46 "TOTAL:78,6%"
"GORETH ORRICO" "SANTO ANTÔNIO" 486 14066 "SUPLENTE" "DEPUTADO ESTADUAL" 3.46 "TOTAL:59,16%"
"JÁCOME" "MACAÍBA" 1373 39534 "ELEITO POR MÉDIA" "DEPUTADO FEDERAL" 3.47 "TOTAL:48,08%"
"SANDRA ROSADO" "ACARI" 267 7691 "SUPLENTE" "DEPUTADO FEDERAL" 3.47 "TOTAL:62,57%"
"LUIZ GOMES" "JOÃO CÂMARA" 693 19926 "SUPLENTE" "DEPUTADO ESTADUAL" 3.48 "TOTAL:47,16%"
"GUSTAVO CARVALHO" "JOÃO CÂMARA" 697 19926 "ELEITO POR QP" "DEPUTADO ESTADUAL" 3.5 "TOTAL:47,16%"
"KELPS LIMA" "LAGOA DE PEDRAS" 185 5266 "ELEITO POR QP" "DEPUTADO ESTADUAL" 3.51 "TOTAL:71,76%"
"SOUZA" "FELIPE GUERRA" 189 5364 "ELEITO POR QP" "DEPUTADO ESTADUAL" 3.52 "TOTAL:60,54%"
"LAURA HELENA" "MACAU" 634 17858 "SUPLENTE" "DEPUTADO ESTADUAL" 3.55 "TOTAL:61,09%"
"JOSE ADECIO" "NÍSIA FLORESTA" 542 15221 "ELEITO POR MÉDIA" "DEPUTADO ESTADUAL" 3.56 "TOTAL:50,58%"
"GEORGE SOARES" "TRIUNFO POTIGUAR" 113 3167 "ELEITO POR QP" "DEPUTADO ESTADUAL" 3.57 "TOTAL:72,47%"
"LAURA HELENA" "CAIÇARA DO RIO DO VENTO" 108 3016 "SUPLENTE" "DEPUTADO ESTADUAL" 3.58 "TOTAL:78,71%"
"FABIO FARIA" "CARNAÚBA DOS DANTAS" 179 4978 "ELEITO POR QP" "DEPUTADO FEDERAL" 3.6 "TOTAL:58,86%"
"RAIMUNDO FERNANDES" "MACAÍBA" 1428 39534 "ELEITO POR QP" "DEPUTADO ESTADUAL" 3.61 "TOTAL:33,47%"
"CRISTIANE DANTAS" "GOIANINHA" 564 15528 "ELEITO POR QP" "DEPUTADO ESTADUAL" 3.63 "TOTAL:78,1%"
"HERMANO MORAIS" "RIO DO FOGO" 292 8038 "ELEITO POR QP" "DEPUTADO ESTADUAL" 3.63 "TOTAL:65,64%"
"ABRAÃO LINCOLN" "TIMBAÚBA DOS BATISTAS" 73 2003 "SUPLENTE" "DEPUTADO FEDERAL" 3.64 "TOTAL:75,78%"
"FABIO FARIA" "MAXARANGUAPE" 268 7361 "ELEITO POR QP" "DEPUTADO FEDERAL" 3.64 "TOTAL:73,5%"
"ROGERIO MARINHO" "APODI" 846 23258 "ELEITO POR QP" "DEPUTADO FEDERAL" 3.64 "TOTAL:55,99%"
"CRISTIANE DANTAS" "IELMO MARINHO" 296 8073 "ELEITO POR QP" "DEPUTADO ESTADUAL" 3.67 "TOTAL:63,48%"
"GETULIO REGO" "ANTÔNIO MARTINS" 180 4905 "ELEITO POR QP" "DEPUTADO ESTADUAL" 3.67 "TOTAL:78,59%"
"MAJOR FERNANDES" "ALTO DO RODRIGUES" 335 9138 "SUPLENTE" "DEPUTADO ESTADUAL" 3.67 "TOTAL:62,15%"
"CIÇÃO" "CRUZETA" 214 5797 "NÃO ELEITO" "DEPUTADO FEDERAL" 3.69 "TOTAL:78,16%"
"ERALDO" "MESSIAS TARGINO" 129 3491 "SUPLENTE" "DEPUTADO FEDERAL" 3.7 "TOTAL:69,87%"
"HERMANO MORAIS" "SÃO BENTO DO NORTE" 100 2694 "ELEITO POR QP" "DEPUTADO ESTADUAL" 3.71 "TOTAL:70,86%"
"FABIO FARIA" "SÃO VICENTE" 154 4134 "ELEITO POR QP" "DEPUTADO FEDERAL" 3.73 "TOTAL:65,6%"
"GEORGE SOARES" "IELMO MARINHO" 301 8073 "ELEITO POR QP" "DEPUTADO ESTADUAL" 3.73 "TOTAL:63,48%"
"JOSE ADECIO" "CORONEL EZEQUIEL" 147 3941 "ELEITO POR MÉDIA" "DEPUTADO ESTADUAL" 3.73 "TOTAL:75,52%"
"RICARDO MOTTA" "TAIPU" 310 8288 "ELEITO POR QP" "DEPUTADO ESTADUAL" 3.74 "TOTAL:56,43%"
"ABRAÃO LINCOLN" "OLHO D'ÁGUA DO BORGES" 131 3493 "SUPLENTE" "DEPUTADO FEDERAL" 3.75 "TOTAL:71,94%"
"WALTER ALVES" "SÃO MIGUEL" 492 13122 "ELEITO POR QP" "DEPUTADO FEDERAL" 3.75 "TOTAL:64,24%"
"FELIPE MAIA" "FRANCISCO DANTAS" 80 2125 "ELEITO POR QP" "DEPUTADO FEDERAL" 3.76 "TOTAL:70,72%"
"RICARDO MOTTA" "FRANCISCO DANTAS" 80 2125 "ELEITO POR QP" "DEPUTADO ESTADUAL" 3.76 "TOTAL:74,4%"
"AGNELO" "MACAÍBA" 1491 39534 "ELEITO POR QP" "DEPUTADO ESTADUAL" 3.77 "TOTAL:33,47%"
"BETINHO ROSADO SEGUNDO" "BOA SAÚDE" 227 5993 "ELEITO POR QP" "DEPUTADO FEDERAL" 3.79 "TOTAL:71,12%"
"GUSTAVO CARVALHO" "SERRA NEGRA DO NORTE" 185 4863 "ELEITO POR QP" "DEPUTADO ESTADUAL" 3.8 "TOTAL:72,76%"
"EZEQUIEL FERREIRA" "RODOLFO FERNANDES" 146 3801 "ELEITO POR QP" "DEPUTADO ESTADUAL" 3.84 "TOTAL:76,9%"
"MÁRCIA MAIA" "SÃO GONÇALO DO AMARANTE" 2063 53778 "ELEITO POR QP" "DEPUTADO ESTADUAL" 3.84 "TOTAL:27,91%"
"DRA ZENAIDE MAIA" "CORONEL JOÃO PESSOA" 113 2933 "ELEITO POR QP" "DEPUTADO FEDERAL" 3.85 "TOTAL:72,59%"
"AGNELO" "LAGOA DE VELHOS" 104 2682 "ELEITO POR QP" "DEPUTADO ESTADUAL" 3.88 "TOTAL:57,38%"
"ADRIANO GADELHA" "BENTO FERNANDES" 154 3944 "SUPLENTE" "DEPUTADO FEDERAL" 3.9 "TOTAL:72,24%"
"DRA ZENAIDE MAIA" "SÃO JOSÉ DE MIPIBU" 924 23716 "ELEITO POR QP" "DEPUTADO FEDERAL" 3.9 "TOTAL:48,79%"
"FELIPE MAIA" "MOSSORÓ" 5579 142501 "ELEITO POR QP" "DEPUTADO FEDERAL" 3.92 "TOTAL:45,32%"
"ROGERIO MARINHO" "BODÓ" 89 2271 "ELEITO POR QP" "DEPUTADO FEDERAL" 3.92 "TOTAL:76,36%"
"CIÇÃO" "OURO BRANCO" 138 3505 "NÃO ELEITO" "DEPUTADO FEDERAL" 3.94 "TOTAL:68,72%"
"JÁCOME" "BREJINHO" 285 7229 "ELEITO POR MÉDIA" "DEPUTADO FEDERAL" 3.94 "TOTAL:65,32%"
"KELPS LIMA" "BAÍA FORMOSA" 213 5402 "ELEITO POR QP" "DEPUTADO ESTADUAL" 3.94 "TOTAL:60,12%"
"RAFAEL MOTTA" "BREJINHO" 285 7229 "ELEITO POR QP" "DEPUTADO FEDERAL" 3.94 "TOTAL:65,32%"
"MINEIRO" "MESSIAS TARGINO" 138 3491 "ELEITO POR QP" "DEPUTADO ESTADUAL" 3.95 "TOTAL:59,66%"
"GALENO" "GOVERNADOR DIX-SEPT ROSADO" 370 9332 "ELEITO POR QP" "DEPUTADO ESTADUAL" 3.96 "TOTAL:49,3%"
"GUSTAVO FERNANDES" "MARCELINO VIEIRA" 210 5298 "ELEITO POR QP" "DEPUTADO ESTADUAL" 3.96 "TOTAL:72,83%"
"DRA ZENAIDE MAIA" "RIACHUELO" 206 5193 "ELEITO POR QP" "DEPUTADO FEDERAL" 3.97 "TOTAL:77,55%"
"JÁCOME" "PASSA E FICA" 249 6247 "ELEITO POR MÉDIA" "DEPUTADO FEDERAL" 3.99 "TOTAL:75,32%"
"WALTER ALVES" "SÃO BENTO DO TRAIRÍ" 125 3127 "ELEITO POR QP" "DEPUTADO FEDERAL" 4 "TOTAL:75,85%"
"ALBERT DICKSON OFTALMOLOGISTA" "BREJINHO" 290 7229 "ELEITO POR QP" "DEPUTADO ESTADUAL" 4.01 "TOTAL:54,69%"
"RAFAEL MOTTA" "RUY BARBOSA" 123 3062 "ELEITO POR QP" "DEPUTADO FEDERAL" 4.02 "TOTAL:81,18%"
"DISON LISBOA" "ESPÍRITO SANTO" 232 5751 "ELEITO POR QP" "DEPUTADO ESTADUAL" 4.03 "TOTAL:75,65%"
"FELIPE MAIA" "CORONEL EZEQUIEL" 159 3941 "ELEITO POR QP" "DEPUTADO FEDERAL" 4.03 "TOTAL:78,81%"
"SAVIO" "LAGOA DE VELHOS" 108 2682 "SUPLENTE" "DEPUTADO FEDERAL" 4.03 "TOTAL:66,56%"
"FATIMA CARDOSO" "PENDÊNCIAS" 348 8617 "SUPLENTE" "DEPUTADO ESTADUAL" 4.04 "TOTAL:45,57%"
"SAVIO" "JARDIM DE PIRANHAS" 368 9099 "SUPLENTE" "DEPUTADO FEDERAL" 4.04 "TOTAL:80,86%"
"WALTER ALVES" "ASSÚ" 1408 34890 "ELEITO POR QP" "DEPUTADO FEDERAL" 4.04 "TOTAL:62,8%"
"KELPS LIMA" "NATAL" 17557 430884 "ELEITO POR QP" "DEPUTADO ESTADUAL" 4.07 "TOTAL:22,58%"
"RAIMUNDO FERNANDES" "PEDRA GRANDE" 126 3099 "ELEITO POR QP" "DEPUTADO ESTADUAL" 4.07 "TOTAL:68,38%"
"ABRAÃO LINCOLN" "SERRINHA" 222 5436 "SUPLENTE" "DEPUTADO FEDERAL" 4.08 "TOTAL:71,96%"
"GALENO" "ASSÚ" 1424 34890 "ELEITO POR QP" "DEPUTADO ESTADUAL" 4.08 "TOTAL:68,62%"
"WALTER ALVES" "RODOLFO FERNANDES" 155 3801 "ELEITO POR QP" "DEPUTADO FEDERAL" 4.08 "TOTAL:78,85%"
"AMAZAN" "SÃO VICENTE" 169 4134 "SUPLENTE" "DEPUTADO ESTADUAL" 4.09 "TOTAL:61,52%"
"MINEIRO" "SÃO PAULO DO POTENGI" 442 10811 "ELEITO POR QP" "DEPUTADO ESTADUAL" 4.09 "TOTAL:47,53%"
"ROGERIO MARINHO" "SÃO PEDRO" 208 5069 "ELEITO POR QP" "DEPUTADO FEDERAL" 4.1 "TOTAL:69,99%"
"VIVALDO COSTA" "TRIUNFO POTIGUAR" 130 3167 "SUPLENTE" "DEPUTADO ESTADUAL" 4.1 "TOTAL:72,47%"
"MAJOR FERNANDES" "GUAMARÉ" 412 10031 "SUPLENTE" "DEPUTADO ESTADUAL" 4.11 "TOTAL:71,34%"
"MAJOR FERNANDES" "JANDAÍRA" 198 4813 "SUPLENTE" "DEPUTADO ESTADUAL" 4.11 "TOTAL:60,97%"
"FATIMA CARDOSO" "SÃO TOMÉ" 309 7455 "SUPLENTE" "DEPUTADO ESTADUAL" 4.14 "TOTAL:68,47%"
"JOSE ADECIO" "LAGOA NOVA" 379 9148 "ELEITO POR MÉDIA" "DEPUTADO ESTADUAL" 4.14 "TOTAL:55,63%"
"CRISTIANE DANTAS" "VERA CRUZ" 311 7495 "ELEITO POR QP" "DEPUTADO ESTADUAL" 4.15 "TOTAL:60,62%"
"FABIO FARIA" "MACAÍBA" 1639 39534 "ELEITO POR QP" "DEPUTADO FEDERAL" 4.15 "TOTAL:48,08%"
"KELPS LIMA" "BARAÚNA" 625 15007 "ELEITO POR QP" "DEPUTADO ESTADUAL" 4.16 "TOTAL:36,57%"
"RICARDO MOTTA" "BARCELONA" 146 3495 "ELEITO POR QP" "DEPUTADO ESTADUAL" 4.18 "TOTAL:73,82%"
"ROGERIO MARINHO" "LAGOA DE VELHOS" 112 2682 "ELEITO POR QP" "DEPUTADO FEDERAL" 4.18 "TOTAL:66,56%"
"GUSTAVO FERNANDES" "SÃO VICENTE" 174 4134 "ELEITO POR QP" "DEPUTADO ESTADUAL" 4.21 "TOTAL:61,52%"
"ABRAÃO LINCOLN" "SÃO PEDRO" 214 5069 "SUPLENTE" "DEPUTADO FEDERAL" 4.22 "TOTAL:69,99%"
"ABRAÃO LINCOLN" "PATU" 309 7303 "SUPLENTE" "DEPUTADO FEDERAL" 4.23 "TOTAL:62,3%"
"ADÃO ERIDAN" "NATAL" 18234 430884 "SUPLENTE" "DEPUTADO ESTADUAL" 4.23 "TOTAL:22,58%"
"KELPS LIMA" "FELIPE GUERRA" 227 5364 "ELEITO POR QP" "DEPUTADO ESTADUAL" 4.23 "TOTAL:60,54%"
"JÁCOME" "SÃO GONÇALO DO AMARANTE" 2283 53778 "ELEITO POR MÉDIA" "DEPUTADO FEDERAL" 4.25 "TOTAL:57,99%"
"HERMANO MORAIS" "RIACHUELO" 222 5193 "ELEITO POR QP" "DEPUTADO ESTADUAL" 4.27 "TOTAL:68,39%"
"ABRAÃO LINCOLN" "VILA FLOR" 90 2101 "SUPLENTE" "DEPUTADO FEDERAL" 4.28 "TOTAL:71,35%"
"GETULIO REGO" "MESSIAS TARGINO" 150 3491 "ELEITO POR QP" "DEPUTADO ESTADUAL" 4.3 "TOTAL:59,66%"
"ADRIANO GADELHA" "SÃO PAULO DO POTENGI" 466 10811 "SUPLENTE" "DEPUTADO FEDERAL" 4.31 "TOTAL:57,97%"
"JÁCOME" "GUAMARÉ" 432 10031 "ELEITO POR MÉDIA" "DEPUTADO FEDERAL" 4.31 "TOTAL:71,71%"
"HERMANO MORAIS" "PARELHAS" 600 13875 "ELEITO POR QP" "DEPUTADO ESTADUAL" 4.32 "TOTAL:54,24%"
"EMANUEL MARQUES" "SÃO BENTO DO NORTE" 117 2694 "SUPLENTE" "DEPUTADO FEDERAL" 4.34 "TOTAL:75,12%"
"JÁCOME" "CORONEL EZEQUIEL" 172 3941 "ELEITO POR MÉDIA" "DEPUTADO FEDERAL" 4.36 "TOTAL:78,81%"
"ROGERIO MARINHO" "MACAU" 780 17858 "ELEITO POR QP" "DEPUTADO FEDERAL" 4.37 "TOTAL:56,37%"
"GUSTAVO CARVALHO" "IPANGUAÇU" 438 10007 "ELEITO POR QP" "DEPUTADO ESTADUAL" 4.38 "TOTAL:56,76%"
"MARCOS LACERDA" "UPANEMA" 382 8724 "SUPLENTE" "DEPUTADO ESTADUAL" 4.38 "TOTAL:47,2%"
"HERMANO MORAIS" "PEDRA PRETA" 112 2552 "ELEITO POR QP" "DEPUTADO ESTADUAL" 4.39 "TOTAL:72,45%"
"ALVARO DIAS" "LAGOA D'ANTA" 182 4128 "ELEITO POR MÉDIA" "DEPUTADO ESTADUAL" 4.41 "TOTAL:62,65%"
"ALVARO DIAS" "CARNAÚBA DOS DANTAS" 220 4978 "ELEITO POR MÉDIA" "DEPUTADO ESTADUAL" 4.42 "TOTAL:58,74%"
